FID,DZ11CD,DZ11NM
5992,S01012147,Paisley Gallowhill and Hillington - 02
5993,S01012148,Paisley Gallowhill and Hillington - 03
5994,S01012149,Paisley Gallowhill and Hillington - 04
5995,S01012150,Paisley Gallowhill and Hillington - 05
5996,S01012151,Paisley Gallowhill and Hillington - 06
5997,S01012152,Paisley Gallowhill and Hillington - 07
5998,S01012153,Paisley North - 01
5999,S01012154,Paisley North - 02
6000,S01012155,Paisley North - 03
6001,S01012706,Eddlewood - 04
6002,S01012707,Eddlewood - 05
6003,S01012656,Merryton and Meadowhill - 01
6004,S01012806,Bothwell North - 04
6005,S01012756,High Blantyre - 05
6006,S01012856,Farme Cross and Gallowflat North - 01
6007,S01012606,Carluke East - 01
6008,S01012708,Low Waters - 01
6009,S01012709,Low Waters - 02
6010,S01012710,Low Waters - 03
6011,S01012711,Low Waters - 04
6012,S01012712,Silvertonhill - 01
6013,S01012713,Silvertonhill - 02
6014,S01012714,Silvertonhill - 03
6015,S01012715,Silvertonhill - 04
6016,S01012716,Hamilton Centre and Low Parks - 01
6017,S01012717,Hamilton Centre and Low Parks - 02
6018,S01012718,Hamilton Centre and Low Parks - 03
6019,S01012719,Hamilton Centre and Low Parks - 04
6020,S01012720,Hamilton Centre and Low Parks - 05
6021,S01012721,Laighstonehall - 01
6022,S01012722,Laighstonehall - 02
6023,S01012723,Laighstonehall - 03
6024,S01012724,Laighstonehall - 04
6025,S01012725,Laighstonehall - 05
6026,S01012726,Fairhill - 01
6027,S01012727,Fairhill - 02
6028,S01012728,Fairhill - 03
6029,S01012729,Woodhead and Meikle Earnock - 01
6030,S01012730,Woodhead and Meikle Earnock - 02
6031,S01012731,Woodhead and Meikle Earnock - 03
6032,S01012732,Woodhead and Meikle Earnock - 04
6033,S01012733,Little Earnock - 01
6034,S01012734,Little Earnock - 02
6035,S01012735,Little Earnock - 03
6036,S01012736,Little Earnock - 04
6037,S01012737,Little Earnock - 05
6038,S01012738,Little Earnock - 06
6039,S01012739,Little Earnock - 07
6040,S01012740,Little Earnock - 08
6041,S01012741,Earnock - 01
6042,S01012742,Earnock - 02
6043,S01012743,Earnock - 03
6044,S01012744,Earnock - 04
6045,S01012745,Earnock - 05
6046,S01012746,Earnock - 06
6047,S01012747,Hillhouse - 01
6048,S01012748,Hillhouse - 02
6049,S01012749,Hillhouse - 03
6050,S01012750,Hillhouse - 04
6051,S01012751,Hillhouse - 05
6052,S01012752,High Blantyre - 01
6053,S01012753,High Blantyre - 02
6054,S01012754,High Blantyre - 03
6055,S01012755,High Blantyre - 04
6056,S01012657,Merryton and Meadowhill - 02
6057,S01012658,Merryton and Meadowhill - 03
6058,S01012659,Merryton and Meadowhill - 04
6059,S01012660,"Larkhall Central, Raploch, Millheugh and Burnhead - 01"
6060,S01012661,"Larkhall Central, Raploch, Millheugh and Burnhead - 02"
6061,S01012662,"Larkhall Central, Raploch, Millheugh and Burnhead - 03"
6062,S01012607,Carluke East - 02
6063,S01012663,"Larkhall Central, Raploch, Millheugh and Burnhead - 04"
6064,S01012807,Uddingston and Gardenside - 01
6065,S01012757,High Blantyre - 06
6066,S01012608,Carluke East - 03
6067,S01012857,Farme Cross and Gallowflat North - 02
6068,S01012664,"Larkhall Central, Raploch, Millheugh and Burnhead - 05"
6069,S01012808,Uddingston and Gardenside - 02
6070,S01012758,High Blantyre - 07
6071,S01012609,Carluke East - 04
6072,S01012858,Farme Cross and Gallowflat North - 03
6073,S01012665,Hareleeshill - 01
6074,S01012809,Uddingston and Gardenside - 03
6075,S01012759,Blantyre South and Wheatlands - 01
6076,S01012556,Muirhead - 08
6077,S01012610,Carluke East - 05
6078,S01012859,Farme Cross and Gallowflat North - 04
6079,S01012666,Hareleeshill - 02
6080,S01012810,Uddingston and Gardenside - 04
6081,S01012760,Blantyre South and Wheatlands - 02
6082,S01012557,Barassie - 01
6083,S01012611,Carluke South - 01
6084,S01012860,Shawfield and Clincarthill - 01
6085,S01012667,Hareleeshill - 03
6086,S01012811,Uddingston and Gardenside - 05
6087,S01012761,Blantyre South and Wheatlands - 03
6088,S01012558,Barassie - 02
6089,S01012612,Carluke South - 02
6090,S01012506,Newton North - 01
6091,S01012861,Shawfield and Clincarthill - 02
6092,S01012668,Hareleeshill - 04
6093,S01012669,Hareleeshill - 05
6094,S01012670,Hareleeshill - 06
6095,S01012671,Strutherhill - 01
6096,S01012672,Strutherhill - 02
6097,S01012673,Strutherhill - 03
6098,S01012674,Strutherhill - 04
6099,S01012675,Strutherhill - 05
6100,S01012676,Stonehouse - 01
6101,S01012677,Stonehouse - 02
6102,S01012678,Stonehouse - 03
6103,S01012679,Stonehouse - 04
6104,S01012680,Stonehouse - 05
6105,S01012681,Stonehouse - 06
6106,S01012682,Stonehouse - 07
6107,S01012683,Stonehouse - 08
6108,S01012684,Strathaven South - 01
6109,S01012685,Strathaven South - 02
6110,S01012686,Strathaven South - 03
6111,S01012687,Strathaven South - 04
6112,S01012688,Strathaven South - 05
6113,S01012689,Strathaven South - 06
6114,S01012690,Strathaven South - 07
6115,S01012691,Strathaven North - 01
6116,S01012692,Strathaven North - 02
6117,S01012693,Strathaven North - 03
6118,S01012694,Strathaven North - 04
6119,S01012695,"Chapelton, Glengavel and Sandford - 01"
6120,S01012696,"Chapelton, Glengavel and Sandford - 02"
6121,S01012697,"Chapelton, Glengavel and Sandford - 03"
6122,S01012698,"Chapelton, Glengavel and Sandford - 04"
6123,S01012699,"Glassford, Quarter and Allanton - 01"
6124,S01012700,"Glassford, Quarter and Allanton - 02"
6125,S01012701,"Glassford, Quarter and Allanton - 03"
6126,S01012702,"Glassford, Quarter and Allanton - 04"
6127,S01012703,Eddlewood - 01
6128,S01012704,Eddlewood - 02
6129,S01012705,Eddlewood - 03
6130,S01012762,Blantyre South and Wheatlands - 04
6131,S01012763,Blantyre South and Wheatlands - 05
6132,S01012764,Blantyre South and Wheatlands - 06
6133,S01012765,Low Blantyre and Bardykes - 01
6134,S01012766,Low Blantyre and Bardykes - 02
6135,S01012767,Low Blantyre and Bardykes - 03
6136,S01012768,Low Blantyre and Bardykes - 04
6137,S01012769,Low Blantyre and Bardykes - 05
6138,S01012770,Blantytre North and Coatshill - 01
6139,S01012771,Blantytre North and Coatshill - 02
6140,S01012772,Blantytre North and Coatshill - 03
6141,S01012773,Blantytre North and Coatshill - 04
6142,S01012774,Burnbank North - 01
6143,S01012775,Burnbank North - 02
6144,S01012776,Burnbank North - 03
6145,S01012777,Burnbank North - 04
6146,S01012778,Burnbank North - 05
6147,S01012779,Burnbank North - 06
6148,S01012780,Burnbank North - 07
6149,S01012781,Burnbank Central and Udston - 01
6150,S01012782,Burnbank Central and Udston - 02
6151,S01012783,Burnbank Central and Udston - 03
6152,S01012784,Burnbank Central and Udston - 04
6153,S01012785,Burnbank Central and Udston - 05
6154,S01012786,Burnbank Central and Udston - 06
6155,S01012787,Burnbank Central and Udston - 07
6156,S01012788,Burnbank South and Chantinghall - 01
6157,S01012789,Burnbank South and Chantinghall - 02
6158,S01012559,Barassie - 03
6159,S01012790,Burnbank South and Chantinghall - 03
6160,S01012812,Uddingston and Gardenside - 06
6161,S01012560,Barassie - 04
6162,S01012791,Burnbank South and Chantinghall - 04
6163,S01012813,Uddingston and Gardenside - 07
6164,S01012561,Barassie - 05
6165,S01012792,Burnbank South and Chantinghall - 05
6166,S01012613,Carluke South - 03
6167,S01012814,"Halfway, Hallside and Drumsagard - 01"
6168,S01012562,Barassie - 06
6169,S01012793,Whitehill - 01
6170,S01012614,Carluke South - 04
6171,S01012815,"Halfway, Hallside and Drumsagard - 02"
6172,S01012816,"Halfway, Hallside and Drumsagard - 03"
6173,S01012817,"Halfway, Hallside and Drumsagard - 04"
6174,S01012818,"Halfway, Hallside and Drumsagard - 05"
6175,S01012819,"Halfway, Hallside and Drumsagard - 06"
6176,S01012820,"Halfway, Hallside and Drumsagard - 07"
6177,S01012821,Westburn and Newton - 01
6178,S01012822,Westburn and Newton - 02
6179,S01012823,Westburn and Newton - 03
6180,S01012824,Westburn and Newton - 04
6181,S01012825,Westburn and Newton - 05
6182,S01012826,Westburn and Newton - 06
6183,S01012827,Westburn and Newton - 07
6184,S01012828,Westburn and Newton - 08
6185,S01012829,Westburn and Newton - 09
6186,S01012830,Vicarland and Cairns - 01
6187,S01012831,Vicarland and Cairns - 02
6188,S01012832,Vicarland and Cairns - 03
6189,S01012833,Vicarland and Cairns - 04
6190,S01012834,Vicarland and Cairns - 05
6191,S01012835,Vicarland and Cairns - 06
6192,S01012836,Whitlawburn and Greenlees - 01
6193,S01012837,Whitlawburn and Greenlees - 02
6194,S01012838,Whitlawburn and Greenlees - 03
6195,S01012839,Whitlawburn and Greenlees - 04
6196,S01012840,Whitlawburn and Greenlees - 05
6197,S01012841,Whitlawburn and Greenlees - 06
6198,S01012842,Whitlawburn and Greenlees - 07
6199,S01012843,Cambuslang Central - 01
6200,S01012844,Cambuslang Central - 02
6201,S01012845,Cambuslang Central - 03
6202,S01012846,Cambuslang Central - 04
6203,S01012847,Cambuslang Central - 05
6204,S01012848,"Burgh, Eastfield and Silverbank - 01"
6205,S01012849,"Burgh, Eastfield and Silverbank - 02"
6206,S01012850,"Burgh, Eastfield and Silverbank - 03"
6207,S01012851,"Burgh, Eastfield and Silverbank - 04"
6208,S01012852,"Burgh, Eastfield and Silverbank - 05"
6209,S01012853,"Burgh, Eastfield and Silverbank - 06"
6210,S01012854,"Burgh, Eastfield and Silverbank - 07"
6211,S01012855,"Burgh, Eastfield and Silverbank - 08"
6212,S01012862,Shawfield and Clincarthill - 03
6213,S01012794,Whitehill - 02
6214,S01012615,"Crossford, Braidwood and Yieldshields - 01"
6215,S01012563,Troon - 01
6216,S01012795,Whitehill - 03
6217,S01012616,"Crossford, Braidwood and Yieldshields - 02"
6218,S01012564,Troon - 02
6219,S01012796,Whitehill - 04
6220,S01012617,"Crossford, Braidwood and Yieldshields - 03"
6221,S01012565,Troon - 03
6222,S01012797,Whitehill - 05
6223,S01012863,Shawfield and Clincarthill - 04
6224,S01012618,"Crossford, Braidwood and Yieldshields - 04"
6225,S01012566,Troon - 04
6226,S01012798,Bothwell South - 01
6227,S01012864,Shawfield and Clincarthill - 05
6228,S01012619,Lanark North West - 01
6229,S01012567,Troon - 05
6230,S01012799,Bothwell South - 02
6231,S01012865,Burnhill and Bankhead North - 01
6232,S01012620,Lanark North West - 02
6233,S01012568,Troon - 06
6234,S01012507,Newton North - 02
6235,S01012866,Burnhill and Bankhead North - 02
6236,S01012800,Bothwell South - 03
6237,S01012621,Lanark North West - 03
6238,S01012508,Newton North - 03
6239,S01012867,Burnhill and Bankhead North - 03
6240,S01012569,Troon - 07
6241,S01012801,Bothwell South - 04
6242,S01012622,Lanark North West - 04
6243,S01012509,Newton North - 04
6244,S01012868,Burnhill and Bankhead North - 04
6245,S01012570,Clydesdale South - 01
6246,S01012802,Bothwell South - 05
6247,S01012623,Lanark North East - 01
6248,S01012510,Newton North - 05
6249,S01012869,Burnhill and Bankhead North - 05
6250,S01012803,Bothwell North - 01
6251,S01012571,Clydesdale South - 02
6252,S01012804,Bothwell North - 02
6253,S01012624,Lanark North East - 02
6254,S01012572,Clydesdale South - 03
6255,S01012805,Bothwell North - 03
6256,S01012870,Bankhead South - 01
6257,S01012511,Newton North - 06
6258,S01012573,Clydesdale South - 04
6259,S01012625,Lanark North East - 03
6260,S01012871,Bankhead South - 02
6261,S01012512,Heathfield - 01
6262,S01012574,"Biggar, Symington, Thankerton and Dolphinton - 01"
6263,S01012626,Lanark North East - 04
6264,S01012872,Bankhead South - 03
6265,S01012513,Heathfield - 02
6266,S01012575,"Biggar, Symington, Thankerton and Dolphinton - 02"
6267,S01012627,Lanark South - 01
6268,S01012873,Bankhead South - 04
6269,S01012514,Heathfield - 03
6270,S01012576,"Biggar, Symington, Thankerton and Dolphinton - 03"
6271,S01012628,Lanark South - 02
6272,S01012874,Spittal - 01
6273,S01012515,Heathfield - 04
6274,S01012577,"Biggar, Symington, Thankerton and Dolphinton - 04"
6275,S01012629,Lanark South - 03
6276,S01012875,Spittal - 02
6277,S01012516,Heathfield - 05
6278,S01012578,"Biggar, Symington, Thankerton and Dolphinton - 05"
6279,S01012630,Lanark South - 04
6280,S01012876,Spittal - 03
6281,S01012517,Heathfield - 06
6282,S01012579,"Biggar, Symington, Thankerton and Dolphinton - 06"
6283,S01012631,Lanark South - 05
6284,S01012877,Spittal - 04
6285,S01012518,Prestwick West - 01
6286,S01012580,"Biggar, Symington, Thankerton and Dolphinton - 07"
6287,S01012632,Hazelbank and Kirkfieldbank - 01
6288,S01012878,High Crosshill - 01
6289,S01012519,Prestwick West - 02
6290,S01012581,"Carstairs, Carstairs Junction and Carnwath - 01"
6291,S01012633,Hazelbank and Kirkfieldbank - 02
6292,S01012879,High Crosshill - 02
6293,S01012520,Prestwick West - 03
6294,S01012582,"Carstairs, Carstairs Junction and Carnwath - 02"
6295,S01012634,Hazelbank and Kirkfieldbank - 03
6296,S01012880,High Crosshill - 03
6297,S01012521,Prestwick West - 04
6298,S01012583,"Carstairs, Carstairs Junction and Carnwath - 03"
6299,S01012635,Hazelbank and Kirkfieldbank - 04
6300,S01012881,High Crosshill - 04
6301,S01012522,Prestwick West - 05
6302,S01012584,"Carstairs, Carstairs Junction and Carnwath - 04"
6303,S01012636,Hazelbank and Kirkfieldbank - 05
6304,S01012882,Burnside and Springhall - 01
6305,S01012523,Prestwick West - 06
6306,S01012585,"Carstairs, Carstairs Junction and Carnwath - 05"
6307,S01012637,"Douglas, Coalburn and Rigside - 01"
6308,S01012883,Burnside and Springhall - 02
6309,S01012524,Prestwick East - 01
6310,S01012586,"Carstairs, Carstairs Junction and Carnwath - 06"
6311,S01012638,"Douglas, Coalburn and Rigside - 02"
6312,S01012884,Burnside and Springhall - 03
6313,S01012525,Prestwick East - 02
6314,S01012587,"Forth, Braehead and Auchengray - 01"
6315,S01012639,"Douglas, Coalburn and Rigside - 03"
6316,S01012885,Burnside and Springhall - 04
6317,S01012526,Prestwick East - 03
6318,S01012588,"Forth, Braehead and Auchengray - 02"
6319,S01012640,"Douglas, Coalburn and Rigside - 04"
6320,S01012886,Burnside and Springhall - 05
6321,S01012527,Prestwick East - 04
6322,S01012589,"Forth, Braehead and Auchengray - 03"
6323,S01012641,"Douglas, Coalburn and Rigside - 05"
6324,S01012887,Burnside and Springhall - 06
6325,S01012528,Prestwick East - 05
6326,S01012590,"Forth, Braehead and Auchengray - 04"
6327,S01012591,"Forth, Braehead and Auchengray - 05"
6328,S01012592,Law - 01
6329,S01012593,Law - 02
6330,S01012594,Law - 03
6331,S01012595,Law - 04
6332,S01012596,Law - 05
6333,S01012597,Law - 06
6334,S01012598,Carluke West - 01
6335,S01012599,Carluke West - 02
6336,S01012600,Carluke West - 03
6337,S01012601,Carluke West - 04
6338,S01012602,Carluke North - 01
6339,S01012603,Carluke North - 02
6340,S01012604,Carluke North - 03
6341,S01012605,Carluke North - 04
6342,S01012529,Prestwick East - 06
6343,S01012888,Burnside and Springhall - 07
6344,S01012530,Prestwick East - 07
6345,S01012642,Lesmahagow - 01
6346,S01012889,Fernhill and Cathkin - 01
6347,S01012531,Prestwick Airport and Monkton - 01
6348,S01012643,Lesmahagow - 02
6349,S01012890,Fernhill and Cathkin - 02
6350,S01012532,Prestwick Airport and Monkton - 02
6351,S01012644,Lesmahagow - 03
6352,S01012891,Fernhill and Cathkin - 03
6353,S01012533,Prestwick Airport and Monkton - 03
6354,S01012645,Lesmahagow - 04
6355,S01012892,Fernhill and Cathkin - 04
6356,S01012534,Prestwick Airport and Monkton - 04
6357,S01012646,Lesmahagow - 05
6358,S01012893,Fernhill and Cathkin - 05
6359,S01012535,"Annbank, Mossblown and Tarbolton - the Coalfields - 01"
6360,S01012647,Kirkmuirhill and Blackwood - 01
6361,S01012894,Nerston and EK Landward Area - 01
6362,S01012536,"Annbank, Mossblown and Tarbolton - the Coalfields - 02"
6363,S01012648,Kirkmuirhill and Blackwood - 02
6364,S01012895,Nerston and EK Landward Area - 02
6365,S01012537,"Annbank, Mossblown and Tarbolton - the Coalfields - 03"
6366,S01012649,Kirkmuirhill and Blackwood - 03
6367,S01012896,Nerston and EK Landward Area - 03
6368,S01012538,"Annbank, Mossblown and Tarbolton - the Coalfields - 04"
6369,S01012650,Kirkmuirhill and Blackwood - 04
6370,S01012897,Nerston and EK Landward Area - 04
6371,S01012539,"Annbank, Mossblown and Tarbolton - the Coalfields - 05"
6372,S01012651,Kirkmuirhill and Blackwood - 05
6373,S01012898,Nerston and EK Landward Area - 05
6374,S01012540,"Annbank, Mossblown and Tarbolton - the Coalfields - 06"
6375,S01012652,Kirkmuirhill and Blackwood - 06
6376,S01012899,Nerston and EK Landward Area - 06
6377,S01012541,"Annbank, Mossblown and Tarbolton - the Coalfields - 07"
6378,S01012653,Ashgill and Netherburn - 01
6379,S01012900,Nerston and EK Landward Area - 07
6380,S01012542,"Dundonald, Loans and Symington - 01"
6381,S01012654,Ashgill and Netherburn - 02
6382,S01012901,Calderwood East - 01
6383,S01012543,"Dundonald, Loans and Symington - 02"
6384,S01012655,Ashgill and Netherburn - 03
6385,S01012902,Calderwood East - 02
6386,S01012544,"Dundonald, Loans and Symington - 03"
6387,S01012903,Calderwood East - 03
6388,S01012545,"Dundonald, Loans and Symington - 04"
6389,S01012904,Calderwood East - 04
6390,S01012546,"Dundonald, Loans and Symington - 05"
6391,S01012905,Calderwood East - 05
6392,S01012547,"Dundonald, Loans and Symington - 06"
6393,S01012548,"Dundonald, Loans and Symington - 07"
6394,S01012549,Muirhead - 01
6395,S01012550,Muirhead - 02
6396,S01012551,Muirhead - 03
6397,S01012552,Muirhead - 04
6398,S01012553,Muirhead - 05
6399,S01012554,Muirhead - 06
6400,S01012555,Muirhead - 07
6401,S01012956,Hairmyres and Westwood West - 04
6402,S01012957,Hairmyres and Westwood West - 05
6403,S01012958,Mossneuk and Newlandsmuir - 01
6404,S01012959,Mossneuk and Newlandsmuir - 02
6405,S01012960,Mossneuk and Newlandsmuir - 03
6406,S01012961,Mossneuk and Newlandsmuir - 04
6407,S01012962,Mossneuk and Newlandsmuir - 05
6408,S01012963,Crosshouse and Lindsayfield - 01
6409,S01012964,Crosshouse and Lindsayfield - 02
6410,S01012965,Crosshouse and Lindsayfield - 03
6411,S01012966,Crosshouse and Lindsayfield - 04
6412,S01012967,Crosshouse and Lindsayfield - 05
6413,S01012968,Crosshouse and Lindsayfield - 06
6414,S01012969,Crosshouse and Lindsayfield - 07
6415,S01012970,Whitehills West - 01
6416,S01012971,Whitehills West - 02
6417,S01012972,Whitehills West - 03
6418,S01012973,Whitehills West - 04
6419,S01012974,Whitehills West - 05
6420,S01012975,Greenhills - 01
6421,S01012976,Greenhills - 02
6422,S01012977,Greenhills - 03
6423,S01012978,Greenhills - 04
6424,S01012979,Greenhills - 05
6425,S01012980,Westwood South - 01
6426,S01012981,Westwood South - 02
6427,S01012982,Westwood South - 03
6428,S01012983,Westwood South - 04
6429,S01012984,Westwood South - 05
6430,S01012985,Westwood South - 06
6431,S01012986,Westwood East - 01
6432,S01012987,Westwood East - 02
6433,S01012988,Westwood East - 03
6434,S01012989,Westwood East - 04
6435,S01012990,The Murray - 01
6436,S01012991,The Murray - 02
6437,S01012992,The Murray - 03
6438,S01012993,The Murray - 04
